tweet,cmi,pp_en,pp_my,perp_ratio,particle_count,manglish_patterns,grammar_patterns,manglish_score,en_words,my_words,unknown_words,category,pp_diff
withfans did my dance on tiktok,19.999999999999996,42366.1821413801,46495.50089775766,1.0974673323783959,0,0,0,0.0,4,1,1,Weak Code-Mixing,4129.318756377557
louder for the people in the back only parallels to draw are when it comes to the hypocrisy in the way their strug,0.0,6387.29721400962,16291.154100554888,2.5505551964644106,0,0,0,0.0,22,0,1,Monolingual English,9903.856886545269
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
kasih tau farahku lemah lembut orgnya,19.999999999999996,45899.31062057389,27799.113319197666,0.6056542667709917,0,0,0,0.0,1,4,1,Weak Code-Mixing,-18100.19730137622
insights into ehls leadership development program by beatrice venturini steffen raub,25.0,44601.8364632998,53804.53412767806,1.206330016746073,0,0,0,0.0,6,2,3,Mesolect (Strong Mixing),9202.697664378262
just posted a photo ttdi jaya shah alam,42.85714285714286,14954.445948593924,19262.283799571076,1.2880640222837672,0,0,0,0.0,4,3,1,Mesolect (Strong Mixing),4307.837850977152
diskusi sambil menikmati komoditas export unggulan aceh kopi bersama balai karantina terkait potensi komoditi exp,15.384615384615385,43972.196268666135,50074.59313308321,1.1387785323965167,0,0,0,0.0,2,11,2,Weak Code-Mixing,6102.3968644170745
nasi kandar saddam semakin popular di byk cawangan asalnya di kwn di parlimen makan tgha,26.66666666666667,43976.84665674819,34766.85989448061,0.7905719153955227,0,0,0,0.0,4,11,0,Mesolect (Strong Mixing),-9209.986762267581
play continues friday join us at schroeder park as the cougars open a set vs memphis,0.0,30107.677579861233,48235.73401639868,1.602107432180792,0,0,0,0.0,13,0,3,Monolingual English,18128.05643653745
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
ouch never good when the big interviewee on a new channel selling itself as frank and uncensored begins by manipu,5.882352941176472,22360.51370130975,38060.514178661186,1.702130581035436,0,0,0,0.0,16,1,3,Weak Code-Mixing,15700.000477351437
sumpah masuk air gila amyza adnan ni berlakon cerita republik gombak ni kekdahnya berapa trend tiktok dia balun dalam,27.77777777777778,43681.899092688735,36900.096251460986,0.8447456959955558,0,0,0,0.0,5,13,1,Mesolect (Strong Mixing),-6781.802841227749
kenapa malam pandai layan video tiktok tomboy sorang tok tpi serious nya handsome giler sik tau nya perempuan,23.529411764705888,43745.653786421855,37012.14902304303,0.8460760285752358,0,0,0,0.0,4,13,1,Mesolect (Strong Mixing),-6733.504763378827
follow big boy oral god hes one of the highest paid big boy content creators hot right now breaking down bar,5.000000000000004,16050.461041043465,31195.71024786042,1.9436021288166274,0,1,0,0.07142857142857142,19,1,1,Weak Code-Mixing,15145.249206816956
drive my car movie so top tier i read all the source material ryusuke elevated everything oh my goodness these,5.555555555555558,23983.04946392442,43802.30937527729,1.8263861499833551,0,0,0,0.0,17,1,2,Weak Code-Mixing,19819.25991135287
how do his eyes do that,0.0,6322.647831191464,26624.233470912488,4.210930955155748,0,0,0,0.0,6,0,0,Monolingual English,20301.585639721023
beneran pc per member,0.0,47340.42069704173,50137.020777483915,1.0590742549234875,0,0,0,0.0,3,0,1,Monolingual English,2796.6000804421856
here is the piece i created for the regaliazine wanted to do a monster girl thing for this,0.0,6835.318685766496,20955.57164703788,3.0657782921920886,0,0,0,0.0,17,0,1,Monolingual English,14120.252961271384
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
let go tiket bas kelantantbs machang kota bharusani express april jumaat malam tiket available,41.666666666666664,44192.71921265494,39904.89118394544,0.9029743336662196,0,0,0,0.0,5,7,2,Mesolect (Strong Mixing),-4287.828028709504
pick any prize in mins retweet like rt comment on,0.0,32551.223568883965,35973.647696680586,1.1051396461504492,0,0,0,0.0,10,0,0,Monolingual English,3422.424127796621
please book your calendar on nd april for wheels up from wonderful song is coming soon on the,5.882352941176472,19065.216963930103,29676.52761996467,1.556579590786212,0,0,0,0.0,16,1,1,Weak Code-Mixing,10611.310656034566
so glad we finally have a trailer on wait to play the definitive version of sonic,6.666666666666665,11158.994762405362,30110.310191610733,2.698299518255204,0,0,0,0.0,14,1,1,Monolingual English,18951.315429205373
komodo yang menjadi daya tarik serta pemandangan alam di sekitaran labuan bajo sudah dikondisikan juga agar,19.999999999999996,43886.20542565996,36650.31097599137,0.8351214378302616,0,0,0,0.0,3,12,1,Weak Code-Mixing,-7235.894449668587
make us go back late and expect us to read and tomorrow working morning,0.0,16246.566233455356,37386.60537031105,2.301200440332036,0,0,0,0.0,14,0,0,Monolingual English,21140.039136855696
are you ready heres the wefie and we all have been waiting for htt,0.0,9522.067917606866,20833.975336965068,2.187967521050949,0,0,0,0.0,13,0,1,Monolingual English,11311.907419358202
dannn parahnya barang cetakan itu gak bisa di asuransikan meski harganya mahal,9.090909090909093,44312.21694698537,42214.295794208636,0.9526559198045392,0,0,0,0.0,1,10,1,Weak Code-Mixing,-2097.921152776733
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
arrived at chenderawasih and i saw thousands of soldiers already occupied the command centre all of us staging in,0.0,18812.946770455615,34862.62102646868,1.853118570516445,0,1,0,0.07894736842105263,17,0,2,Monolingual English,16049.674256013066
orang nak berniaga kau pun nak ikut kesudahnya bungkus makanan customer pun kau bebal hempuk hempuk muka masam maca,26.315789473684216,43679.63996017636,18000.763253632475,0.41210878271991586,0,0,0,0.0,5,14,0,Mesolect (Strong Mixing),-25678.876706543888
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
seorang pelajar tingkatan dilaporkan dibuli pelajar tingkatan kejadian berlaku di sebuah sekolah sukan di,14.28571428571429,44070.68516330003,8222.706095073447,0.18657994684232693,0,0,0,0.0,2,12,0,Monolingual Malay,-35847.97906822659
i agree with you on the last sentences tu a reminder to me as well,6.666666666666665,3756.6438168700897,14246.45701396054,3.7923363801442886,0,0,0,0.0,14,1,0,Monolingual English,10489.81319709045
johor carats be distributing this mingyu cupholder together with small freebies tomorrow just show me your ticket,8.333333333333337,31228.877830824764,42276.22756532979,1.3537542973638532,0,0,0,0.0,11,1,5,Weak Code-Mixing,11047.349734505027
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
lepas tngk happiness ttiba rasa nk rewatch strong woman dbs sbb park hyung sik,41.666666666666664,42090.01521112819,30848.783060444042,0.732924017862743,0,0,0,0.0,5,7,2,Mesolect (Strong Mixing),-11241.23215068415
alhamdulillah setahun bulan saya kerja gaji da naik lebih dari k naik gaji tapi berperingkat berlainan jawatan,23.529411764705888,43811.05458652505,16001.204047972904,0.36523211319579574,0,0,0,0.0,4,13,0,Monolingual Malay,-27809.85053855215
bill nighy plays florence welchs anxiety in florence and the machines free video rolling stone,0.0,32140.062715060423,42208.91279208571,1.3132803493973009,0,1,0,0.1,10,0,5,Monolingual English,10068.85007702529
aku mau cosplay jadi batu aja boleh ngga,37.5,41783.078451618094,21508.66272178728,0.5147696990946423,0,0,0,0.0,3,5,0,Mesolect (Strong Mixing),-20274.415729830813
majlis khatam di ketuai oleh en muhamad basheer bin bahat uddin dihadiri oleh en nukman bin hashim mk peng,35.29411764705882,43684.465122215486,40698.09728056016,0.9316377610827923,0,0,0,0.0,6,11,2,Mesolect (Strong Mixing),-2986.367841655323
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
atk mohun bagan are in negotiations with spanish forward alvaro vazquez,28.57142857142857,33043.60439636211,50827.561452124704,1.5381966459361343,0,0,0,0.0,5,2,4,Mesolect (Strong Mixing),17783.957055762592
nak let go murah murah tapi baju tu cantik hahahaha pastu kang aku yang tak berbaju raya,41.17647058823529,43910.29224838621,15397.141745854877,0.3506499491909155,0,0,0,0.0,7,10,0,Monolingual Malay,-28513.150502531338
nick cave releasing new spoken word record seven psalms the vinyl factory,0.0,42885.683824625274,51137.01266434279,1.192402874429148,0,0,0,0.0,10,0,2,Monolingual English,8251.328839717513
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
prince edward and sophie postpone visit to grenada at short notice the guardian,8.333333333333337,40551.36503754939,58499.94955841719,1.4426135718057316,0,1,0,0.11538461538461539,11,1,1,Basilect (Manglish),17948.5845208678
data environmental insights explorer eie milik google diketahuia penyumbang emisi terbesar daerah nusa tenggara barat ntb,36.36363636363637,43886.56956592924,50553.48958494627,1.151912534630932,0,0,0,0.0,4,7,5,Mesolect (Strong Mixing),6666.92001901703
johor bahru fc is a good name,42.85714285714286,11650.2409117206,10427.583194987617,0.8950530099765627,0,0,0,0.0,4,3,0,Mesolect (Strong Mixing),-1222.6577167329833
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
ada area kuantan nak collab tak,50.0,45902.85622351582,10634.338136210257,0.23167051053268306,0,0,0,0.0,3,3,0,Monolingual Malay,-35268.51808730556
aku berangan nk jd housewife nnt sebulan je tu pun ada nd thought sebab if dh stop keje mcm aku ni even seminggu,45.45454545454546,42340.53335045595,13976.518611798267,0.33009784019755994,0,0,0,0.0,10,12,1,Monolingual Malay,-28364.014738657686
aksi mahasiswa dan rakyat di seluruh wilayah habis gelap terbitllah terang april peduli rakyat yg tak bisa dihar,25.0,43741.596313464746,14240.35512399047,0.32555636566027507,0,0,0,0.0,4,12,2,Monolingual Malay,-29501.241189474276
yup shouldnt be a norm bila majoriti sudah normalize defeat the purpose of fasting lah itu je tak susah pun,22.22222222222222,27344.29226870134,20616.152367153176,0.7539471917783264,0,0,0,0.0,14,4,2,Mesolect (Strong Mixing),-6728.139901548166
kesel banget foto batu gaktuh wkwk,50.0,45899.310624198966,53451.89683457373,1.1645468332239592,0,0,0,0.0,2,2,2,Mesolect (Strong Mixing),7552.586210374764
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
god i love them,0.0,12749.356422265428,13802.62713267009,1.082613637545283,0,0,0,0.0,4,0,0,Monolingual English,1053.2707104046622
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
which part of me are you so interested in i guess not lee the police officer is it lee the suspect,9.523809523809524,13119.387056407795,31743.479251138422,2.419585542728097,0,0,0,0.0,19,2,0,Monolingual English,18624.092194730627
at uptown jalan reko in kajang selangor,40.0,38993.755972815845,26601.864350933647,0.6822083096965295,0,0,0,0.0,2,3,2,Mesolect (Strong Mixing),-12391.891621882198
why are these people begging for a followback,0.0,9405.11540422051,29448.474367629806,3.131112495909929,0,0,0,0.0,8,0,0,Monolingual English,20043.358963409293
been so busy today i been able to drop as many tags as i wanted to but trust me i kept my playlist ru,0.0,16945.964028857772,43710.9899932955,2.5794336585902573,0,0,0,0.0,24,0,0,Monolingual English,26765.02596443773
and i am still awaiting for my mee goreng mamak dear my little brother please at least leave me some takuk so that,9.090909090909093,12669.350866266299,24783.34289539331,1.9561651703389162,0,0,0,0.0,20,2,1,Weak Code-Mixing,12113.992029127012
emang gak salah lagi sik,40.0,46486.44422995849,39017.429454204976,0.8393291872614327,0,0,0,0.0,2,3,0,Mesolect (Strong Mixing),-7469.014775753516
whitelist giveaway for retweet follow me for a chance to winthey are building a l,0.0,15542.55812531435,28997.99912055885,1.8657159836082235,0,0,0,0.0,13,0,2,Monolingual English,13455.440995244498
tingal hari je lagi nak raya oi doubletree by hilton,37.5,44746.73018388851,30258.355793643586,0.6762137852150457,0,0,0,0.0,3,5,2,Mesolect (Strong Mixing),-14488.374390244924
drop your eth addressrt followmint is now live,0.0,31593.583766071617,36329.051525483585,1.149887008529162,0,0,0,0.0,5,0,3,Monolingual English,4735.467759411968
back to album versions with photocards per version,0.0,29761.2499925397,35936.57976600697,1.20749564534471,0,0,0,0.0,8,0,0,Monolingual English,6175.329773467274
wkwkw andra kekuatan lo cuma ngancem gitu doang hahah,50.0,41857.471712938175,43288.094528311995,1.0341784335467068,0,0,0,0.0,3,3,3,Mesolect (Strong Mixing),1430.6228153738193
drag drop look what i just made buddha,12.5,17447.722974500273,43987.716594985715,2.521115027976628,0,0,0,0.0,7,1,0,Monolingual English,26539.993620485442
sehat shin need gws pills kah,40.0,46021.97085316327,30473.41597939732,0.6621493042230885,0,0,0,0.0,2,3,1,Mesolect (Strong Mixing),-15548.554873765952
ibarat kek lapar tapi ga bisa makan gituka,28.57142857142857,45127.985005079885,47159.73445689549,1.0450219404120724,0,0,0,0.0,2,5,1,Mesolect (Strong Mixing),2031.7494518156018
i love the nine of us together i am who i am because of twice,0.0,8348.250307476577,17679.52593212374,2.117752257175399,0,0,0,0.0,14,0,1,Monolingual English,9331.275624647162
raya promo i nak clear kan stock azelaic acid i dgn good molecules brightening toner ni jom bagi kulit muka korang,35.29411764705882,43699.34261242397,36026.54496029298,0.8244184650514726,1,1,0,0.16666666666666666,11,6,4,Mesolect (Strong Mixing),-7672.79765213099
serene siren as the sexy white villain similar to kathryn lod,19.999999999999996,32085.1824982674,45916.57102092486,1.4310833676387644,0,0,0,0.0,8,2,1,Weak Code-Mixing,13831.388522657457
a years old woman came for check up what do you think what would u like to do,0.0,10427.872052155099,26528.766689457985,2.5440249512819215,0,0,0,0.0,18,0,0,Monolingual English,16100.894637302887
sidelined goblins making fun of bulls,0.0,31522.80114808272,62613.367546800706,1.986288187165403,0,0,0,0.0,5,0,1,Monolingual English,31090.566398717987
in this poem brodsky sends multiple messages to ukrainians called with slur khokhly he tells ukrainians to go fu,0.0,24298.841197586924,38088.53710386039,1.5675042605588492,0,0,0,0.0,14,0,5,Monolingual English,13789.695906273468
spoilers we have now gone three episodes of moon knight without steven grant saying,15.384615384615385,28063.269813301966,45377.12890024368,1.6169580096021086,0,1,0,0.10714285714285714,11,2,1,Basilect (Manglish),17313.859086941717
win instant prizes such as vouchers shopee coins and golden tickets,18.181818181818176,41059.86147475703,47359.97620715309,1.1534373109434204,0,0,0,0.0,9,2,0,Weak Code-Mixing,6300.114732396061
if you compare pti jalsa with tlp then one of the biggest jalsa at was organised by allama k,6.666666666666665,13464.962632408533,19860.160917290475,1.4749510607247789,0,1,0,0.07894736842105263,14,1,4,Weak Code-Mixing,6395.1982848819425
di pondok pesanteen riyadlul jannah kak perbatasan malang batu,28.57142857142857,44861.83284742285,19361.417590483976,0.43157883576297573,0,0,0,0.0,2,5,2,Mesolect (Strong Mixing),-25500.41525693887
dalai lama himself would fuck him up in this situation,19.999999999999996,17572.910652936316,37553.81613098121,2.1370287980555016,0,0,0,0.0,8,2,0,Monolingual English,19980.905478044897
aku diem aja jadi batu,40.0,41415.03816880352,9756.457139878763,0.23557764452884064,0,0,0,0.0,3,2,0,Monolingual Malay,-31658.581028924757
kronologi guru ngaji dipukuli batu bata disiksa semalaman dipaksa ngaku jadi begal oleh polisi please ini harus kita,29.411764705882348,43756.05790643198,36370.56454499626,0.8312120946263287,0,0,0,0.0,5,12,1,Mesolect (Strong Mixing),-7385.493361435721
quote aku baca semua buat aku berada di fasa aku xtahu,45.45454545454546,41970.21447068934,10167.302996200608,0.242250441757955,0,0,0,0.0,5,6,0,Monolingual Malay,-31802.91147448873
like father like son,0.0,30159.805587735023,47974.4526148689,1.5906751280379106,0,0,0,0.0,4,0,0,Monolingual English,17814.647027133873
sebelum meniaga kakmaida bekerja as procurement specialist sourcing executive dan purchasing executive di company,50.0,44158.64870829693,37037.82517642725,0.8387445327209083,0,0,0,0.0,5,5,4,Mesolect (Strong Mixing),-7120.8235318696825
fashion slows down at fashion revolution week prestige online malaysia,0.0,42073.95953730199,33024.49975854906,0.7849154232624611,0,0,0,0.0,9,0,1,Monolingual English,-9049.459778752935
win instant prizes such as vouchers shopee coins and golden tickets,18.181818181818176,41059.86147475703,47359.97620715309,1.1534373109434204,0,0,0,0.0,9,2,0,Weak Code-Mixing,6300.114732396061
huawei launches smart office devices in malaysia pixlab matepad wifi mesh,0.0,42448.34828432508,46177.885027834884,1.0878605857294807,0,0,0,0.0,8,0,3,Monolingual English,3729.5367435098015
just posted a photo ttdi jaya shah alam,42.85714285714286,14954.445948593924,19262.283799571076,1.2880640222837672,0,0,0,0.0,4,3,1,Mesolect (Strong Mixing),4307.837850977152
full episod pembuatan roti canai yang sebenar original dari pulau pinang via,41.666666666666664,44343.881429631125,17464.97417031136,0.39385307752155974,0,0,0,0.0,5,7,0,Monolingual Malay,-26878.907259319763
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
sik paling kecroh lama po mas njenengan hehe,33.333333333333336,41784.715693924016,32455.50103246344,0.7767314074888595,0,0,0,0.0,4,2,2,Mesolect (Strong Mixing),-9329.214661460577
tiket bas to let go klang sentral penang sentral friday boleh nego hmu pls beli,46.666666666666664,30246.78365331617,38115.866493695044,1.2601626318544494,0,0,0,0.0,7,8,0,Mesolect (Strong Mixing),7869.082840378873
are here in singapore thanks to my fellow here,0.0,9557.565221201525,22017.45289663619,2.30366755413763,0,0,0,0.0,9,0,0,Monolingual English,12459.887675434666
whitelist spots giveaway to enter follow like rt tag your friends,0.0,35401.45523722116,52574.41754988064,1.4850919883825509,0,0,0,0.0,10,0,1,Monolingual English,17172.96231265948
this is so hot wtf,0.0,5146.253215283705,13113.222977689375,2.548110718443625,0,0,0,0.0,5,0,0,Monolingual English,7966.96976240567
win instant prizes such as vouchers shopee coins and golden tickets,18.181818181818176,41059.86147475703,47359.97620715309,1.1534373109434204,0,0,0,0.0,9,2,0,Weak Code-Mixing,6300.114732396061
am i buggin or did this pink shit used to busss,0.0,24180.77451820015,48031.47151226289,1.9863495884348548,0,0,0,0.0,9,0,2,Monolingual English,23850.696994062742
airdrop event duration april th april th total reward runie tokens airdrop link,30.000000000000004,44190.339261480636,52766.667751259345,1.1940770003830776,0,0,0,0.0,7,3,3,Mesolect (Strong Mixing),8576.328489778709
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
happy birthday to james mcavoy,25.0,19746.362629079966,27750.156575342524,1.405330039592992,0,0,0,0.0,3,1,1,Mesolect (Strong Mixing),8003.793946262558
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
gun itu siapa newoff keluar pergi sana op terakhir kali aku kasih tau off kalo aku dapet lenti card offnew,43.75,43653.39580183238,40959.639801492915,0.9382921774844742,0,0,0,0.0,7,9,4,Mesolect (Strong Mixing),-2693.7560003394683
sementara iki isih sementara sik,0.0,46486.079884723156,18289.246636396674,0.39343490958477484,0,0,0,0.0,0,4,1,Monolingual Malay,-28196.833248326482
horny military guys are my favorite,0.0,20321.45958015993,56657.83265481303,2.7880788991224184,0,0,0,0.0,6,0,0,Monolingual English,36336.37307465309
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
kak barang kali masih belum dapet aku open sharingan nihh,33.333333333333336,44650.96057528966,23326.592501879673,0.5224208438370948,0,0,0,0.0,3,6,1,Mesolect (Strong Mixing),-21324.368073409987
cant stop thinking about this,0.0,9066.58512411758,34630.47028092059,3.8195715152777607,0,0,0,0.0,5,0,0,Monolingual English,25563.88515680301
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
i forgot how to write poems,0.0,6479.664746405195,22930.884803600566,3.5388998815598014,0,0,0,0.0,6,0,0,Monolingual English,16451.220057195373
johor govt to provide free shuttle bus from tomorrow to ease congestion at bangunan sultan iskandar says mb,23.529411764705888,31728.311932737677,30808.526574057567,0.9710105800576467,0,0,0,0.0,13,4,1,Mesolect (Strong Mixing),-919.7853586801102
my entry for rider navi level based with megaman battle network falzar gashat,9.999999999999998,35263.77095307059,45827.861703263494,1.2995734847600873,0,0,0,0.0,9,1,3,Weak Code-Mixing,10564.090750192903
photo cardnya kkuma nderada si batu juga ga ya wkwkkw,28.57142857142857,44661.06259713743,56121.06104214467,1.2565993234057482,0,0,0,0.0,5,2,3,Mesolect (Strong Mixing),11459.998445007237
if i stole your heart and you stole mine that be the perfect crime,0.0,14777.012765662585,27192.63519792152,1.8401983966007784,0,0,0,0.0,14,0,0,Monolingual English,12415.622432258937
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
node are now live on chain in we trust,0.0,24426.67842809476,45860.832634723614,1.8774895149876782,0,0,0,0.0,8,0,1,Monolingual English,21434.154206628853
gabisa lebaran mau g ngetik ape sik,40.0,45465.96972444498,48212.147803807864,1.06040073699091,0,0,0,0.0,2,3,2,Mesolect (Strong Mixing),2746.178079362886
there must be deobis who are asleep,0.0,12409.394138227459,24137.298351694055,1.9450827399654012,0,0,0,0.0,6,0,1,Monolingual English,11727.904213466596
tipes tar jempol gua,33.333333333333336,47321.07036411384,32312.632799493054,0.6828381638636284,0,0,0,0.0,2,1,1,Mesolect (Strong Mixing),-15008.437564620785
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
gm go after it today like adora goes after gardenhoses,0.0,29959.4940879941,59405.4391031494,1.9828585532409042,0,0,0,0.0,7,0,3,Monolingual English,29445.945015155303
kalo itu pet card beneran foto binatang peliharaan mereka ya gimana ini cowokku peliharanya batu,41.666666666666664,43976.395057756294,35295.55160474717,0.8026022041686646,0,0,0,0.0,5,7,3,Mesolect (Strong Mixing),-8680.843453009125
from the archives footprints which were left nearly a million years ago by a small group of hominins walking along,5.555555555555558,15263.226271309535,29364.523920680935,1.9238739830436618,0,0,0,0.0,17,1,2,Weak Code-Mixing,14101.2976493714
selangor journal macc views seriously alleged misconduct involving its officer,33.333333333333336,44676.573353991516,40166.96160338317,0.8990609303252339,0,0,0,0.0,6,3,1,Mesolect (Strong Mixing),-4509.6117506083465
i got a lucky price,0.0,6265.236858747119,20370.26852473218,3.2513165877029095,0,0,0,0.0,5,0,0,Monolingual English,14105.03166598506
pioneers by exclusively for johor darul fc lyrics music the full video on,27.27272727272727,35413.7386332933,37093.73576486333,1.0474391351042114,0,1,0,0.11538461538461539,8,3,2,Mesolect (Strong Mixing),1679.9971315700313
jadilah seperti pohon ysng lebat buahnya yg tumbuh ditepi jalan yang dilempari orang dengan batu tapi dibalasnya dengan buah,16.666666666666664,43679.588606831814,31290.018032449265,0.7163533135372816,0,0,0,0.0,3,15,1,Weak Code-Mixing,-12389.57057438255
found an old aigis drawing that i thought was pretty cool but needed some work the result of that,0.0,16086.07615102727,36670.52794743379,2.2796440600644536,0,0,0,0.0,18,0,1,Monolingual English,20584.451796406516
yaa makanya kondisi sdm sepakbola kita jauh banget mereka kema,42.85714285714286,44644.4765798893,47964.73618393088,1.0743711172892827,0,0,0,0.0,3,4,3,Mesolect (Strong Mixing),3320.259604041581
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
wkwkw lu yg kepala batu demi cinta buta sama siwon hilang rasa kemanusiaan terus cari pembenaran mb,25.0,43810.997153891745,37360.663681319216,0.8527690787334763,0,0,0,0.0,4,12,1,Mesolect (Strong Mixing),-6450.333472572529
monsta x mini album shape of photovibe ver pm kst,12.5,45224.40583741363,59805.09965358729,1.3224076368983764,0,0,0,0.0,7,1,2,Weak Code-Mixing,14580.693816173662
fix hatinya udah beku kek es batu,42.85714285714286,45465.969771559416,38750.689366986226,0.8523009530355639,0,0,0,0.0,3,4,0,Mesolect (Strong Mixing),-6715.28040457319
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
ben simmons plans to make his nets debut on monday in game vs boston per,0.0,22157.37330584274,37976.445518522676,1.7139416750499286,0,0,0,0.0,13,0,2,Monolingual English,15819.072212679937
just nak cakap birthday i nanti kalau nak bagi present just transfer je la ye num acc boleh pm hahahahahaahah aca,30.000000000000004,38687.841970248825,15536.342480503456,0.4015820394544362,1,0,0,0.09523809523809523,14,6,1,Mesolect (Strong Mixing),-23151.49948974537
hazwan bakri la siakkk hahahaha,40.0,41427.85136288203,23995.66572518478,0.5792157916904205,1,0,0,0.4,2,3,0,Mesolect (Strong Mixing),-17432.18563769725
ada yg nyempil tapi bukan upil melainkan jempol wkwk,14.28571428571429,44860.98903763542,13759.791879184264,0.30672065360932416,0,0,0,0.0,1,6,2,Monolingual Malay,-31101.19715845116
vogue bunch of hell raiser,0.0,32988.67084110306,57135.229600048966,1.731965191178903,0,0,0,0.0,3,0,2,Monolingual English,24146.558758945903
dekat sb kangar xde pun,19.999999999999996,46486.26205698387,12736.215995644738,0.27397806216452525,0,0,0,0.0,1,4,0,Monolingual Malay,-33750.04606133913
live stream hdkawasaki frontale vs johor darul livemelbourne city fc vs jeonnam dragons livelive,40.0,44087.45407038493,28817.10669839047,0.6536350829509097,0,0,0,0.0,6,4,4,Mesolect (Strong Mixing),-15270.347371994456
sharing k hari k hari k hari k minggu k bulan k bulan,46.15384615384615,44192.78836482137,26607.01993674198,0.602067009601093,0,0,0,0.0,7,6,0,Mesolect (Strong Mixing),-17585.768428079387
